PID,area,price,MS.SubClass,MS.Zoning,Lot.Frontage,Lot.Area,Street,Alley,Lot.Shape,Land.Contour,Utilities,Lot.Config
902206240,1245,100000,50,RM,NA,8239,Pave,NA,Reg,Lvl,AllPub,Inside
534276190,1014,98000,20,RL,74,7785,Pave,NA,IR1,Lvl,AllPub,Inside
914467040,1916,254900,60,RL,85,11050,Pave,NA,Reg,Lvl,AllPub,Inside
905107380,1073,120000,20,RL,NA,9981,Pave,NA,IR1,Lvl,AllPub,Corner
532353180,1212,151000,80,RL,88,8471,Pave,NA,IR1,Lvl,AllPub,Corner
909250120,1784,138887,70,RL,96,13132,Pave,NA,Reg,Lvl,AllPub,Inside
534425015,1652,200000,20,RL,NA,22002,Pave,NA,Reg,Lvl,AllPub,Corner
535451100,1238,102000,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside
533250190,1494,279700,120,RL,50,9466,Pave,NA,IR2,Lvl,AllPub,FR2
527451170,1365,122500,160,RM,24,1920,Pave,NA,Reg,Lvl,AllPub,Inside
534431050,2461,197600,50,RL,68,9724,Pave,NA,Reg,Lvl,AllPub,Inside
535177020,1144,120000,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside
914465020,2052,251000,60,RL,75,10125,Pave,NA,Reg,Lvl,AllPub,Inside
533252020,1208,165000,20,RL,NA,11250,Pave,NA,IR1,Lvl,AllPub,Inside
905426200,1074,144500,20,RL,65,11479,Pave,NA,Reg,Lvl,AllPub,Inside
907401060,1928,219500,60,RL,65,8200,Pave,NA,Reg,Lvl,AllPub,Inside
528170070,2046,284000,60,RL,85,10625,Pave,NA,Reg,Lvl,AllPub,Inside
905200380,872,105000,30,RL,NA,17529,Pave,NA,Reg,Lvl,AllPub,Inside
906223110,1626,226500,20,RL,80,9938,Pave,NA,Reg,Lvl,AllPub,Inside
527127100,2522,375000,120,RL,28,7296,Pave,NA,IR1,Lvl,AllPub,CulDSac
903233140,854,132000,45,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Corner
535152230,1478,156500,20,RL,70,8400,Pave,NA,Reg,Lvl,AllPub,Inside
909281130,2727,315000,70,RL,70,10570,Pave,NA,Reg,Bnk,AllPub,Inside
528435070,1588,227000,20,RL,85,10000,Pave,NA,Reg,Lvl,AllPub,Inside
535177100,1336,162000,20,RL,NA,9610,Pave,NA,IR1,Lvl,AllPub,Corner
905402060,1733,139600,20,RL,NA,13680,Pave,NA,IR1,Lvl,AllPub,CulDSac
910201130,1090,120000,50,RM,60,6000,Pave,NA,Reg,Lvl,AllPub,Inside
905226080,1302,165250,50,RL,70,6960,Pave,NA,Reg,Lvl,AllPub,Inside
528275110,1995,219500,60,RL,NA,8740,Pave,NA,IR1,Lvl,AllPub,Inside
908275130,1200,130500,50,RL,70,11767,Pave,NA,Reg,Lvl,AllPub,Inside
905402090,1357,177000,80,RL,124,11512,Pave,NA,IR1,Lvl,AllPub,Corner
531382090,1609,182000,60,RL,65,8453,Pave,NA,IR1,Lvl,AllPub,Inside
528439080,1506,249000,20,RL,70,8251,Pave,NA,Reg,Lvl,AllPub,Inside
528188020,1405,173000,120,RL,48,3480,Pave,NA,Reg,Lvl,AllPub,Inside
528218020,1536,176000,60,RL,65,10237,Pave,NA,Reg,Lvl,AllPub,Inside
905480240,1111,95000,50,RL,60,9084,Pave,NA,Reg,Lvl,AllPub,Inside
923228080,1092,98000,160,RM,21,1477,Pave,NA,Reg,Lvl,AllPub,Inside
903230110,1216,115000,50,RM,60,5520,Pave,NA,IR1,Lvl,AllPub,FR2
902330090,2454,185000,75,RM,75,13500,Pave,Grvl,Reg,Lvl,AllPub,Corner
528106110,2046,450000,20,RL,105,15431,Pave,NA,Reg,Lvl,AllPub,Inside
903231130,875,105000,30,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Corner
923204050,1040,132250,20,RL,94,25286,Pave,NA,Reg,HLS,AllPub,Inside
535451010,910,116000,20,RL,74,8892,Pave,NA,Reg,Lvl,AllPub,Corner
905102170,1040,129500,20,RL,70,11200,Pave,NA,Reg,Lvl,AllPub,Inside
535376090,833,117000,20,RL,90,5400,Pave,NA,Reg,Lvl,AllPub,Inside
923202060,1771,115000,20,RL,100,21750,Pave,NA,Reg,Lvl,AllPub,Inside
527450010,1092,105500,160,RM,24,2760,Pave,NA,Reg,Lvl,AllPub,Inside
535327230,1764,100000,20,RL,71,8838,Pave,NA,Reg,Lvl,AllPub,Inside
527405180,864,124500,20,RL,70,8120,Pave,NA,Reg,Lvl,AllPub,Inside
902325050,1768,163000,75,RM,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside
527126030,1652,251000,120,RL,41,5330,Pave,NA,Reg,Lvl,AllPub,Inside
534403280,1251,160000,20,RL,80,8800,Pave,NA,Reg,Lvl,AllPub,Inside
527451520,987,94500,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside
909251040,1298,146500,50,RL,51,6821,Pave,NA,Reg,HLS,AllPub,Inside
902302150,2337,90000,190,RM,85,13600,Pave,Grvl,Reg,Lvl,AllPub,Inside
902103100,1378,128900,50,RM,68,4080,Pave,Grvl,Reg,Lvl,AllPub,Inside
527164020,1190,166000,20,RL,58,7250,Pave,NA,Reg,Lvl,AllPub,Inside
923228200,992,106500,180,RM,NA,1533,Pave,NA,Reg,Lvl,AllPub,Inside
534226060,1200,146000,20,RL,71,9230,Pave,NA,Reg,Lvl,AllPub,Corner
916380070,1620,315500,20,RL,89,12898,Pave,NA,IR1,HLS,AllPub,Inside
909256060,1639,115000,50,RL,51,10480,Pave,NA,Reg,Lvl,AllPub,Inside
532353130,980,135000,20,RL,71,7064,Pave,NA,Reg,Lvl,AllPub,Inside
535154130,988,149500,20,RL,66,9240,Pave,NA,IR1,Lvl,AllPub,Inside
905452120,1269,134500,60,RL,50,9360,Pave,NA,Reg,Lvl,AllPub,Corner
906475170,1743,279000,20,RL,155,20064,Pave,NA,IR1,Low,AllPub,Inside
907414060,1422,179600,20,RL,63,8500,Pave,NA,Reg,Lvl,AllPub,FR2
535353060,1210,102900,20,RL,75,9533,Pave,NA,Reg,Lvl,AllPub,Inside
902406020,984,110000,20,RM,65,9750,Pave,NA,Reg,Lvl,AllPub,Inside
535101020,1128,178000,85,RL,75,11380,Pave,NA,IR1,Lvl,AllPub,Inside
909276200,1308,160000,50,RL,130,9600,Pave,NA,IR1,HLS,AllPub,Inside
528488120,1266,176000,20,FV,62,7500,Pave,Pave,Reg,Lvl,AllPub,Inside
907181100,1431,192000,20,RL,68,9017,Pave,NA,IR1,Lvl,AllPub,Inside
528322020,2551,384500,60,RL,100,12191,Pave,NA,IR1,Lvl,AllPub,Inside
902104060,1140,96500,50,RM,55,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner
527107010,1636,173000,60,RL,NA,15038,Pave,NA,IR2,Lvl,AllPub,Corner
534127170,1489,185750,20,RL,NA,9156,Pave,NA,IR1,Lvl,AllPub,Inside
908152280,1090,157000,20,RL,60,7024,Pave,NA,Reg,Lvl,AllPub,Inside
528326060,2285,248000,60,RL,NA,11000,Pave,NA,Reg,Lvl,AllPub,FR2
527208010,2500,355000,60,RL,101,13543,Pave,NA,IR1,HLS,AllPub,Corner
907255030,1947,274000,60,RL,NA,9720,Pave,NA,IR1,Lvl,AllPub,CulDSac
906225210,996,147000,85,RL,73,9069,Pave,NA,Reg,Lvl,AllPub,Inside
527107030,1498,187500,60,RL,NA,13031,Pave,NA,IR2,Lvl,AllPub,Corner
907135180,990,123600,20,RL,60,8070,Pave,NA,Reg,Lvl,AllPub,Inside
533250110,1239,217500,120,RL,22,11064,Pave,NA,IR2,Lvl,AllPub,CulDSac
902330010,2358,122000,70,RM,50,5250,Pave,Pave,Reg,Lvl,AllPub,Inside
924151050,2000,188000,60,RL,74,9627,Pave,NA,Reg,Lvl,AllPub,Inside
528429070,1578,240000,20,RL,74,13253,Pave,NA,IR1,Lvl,AllPub,Inside
923276260,883,149000,85,RL,70,7669,Pave,NA,Reg,Lvl,AllPub,Inside
531369060,1659,181000,60,RL,70,11920,Pave,NA,Reg,Lvl,AllPub,Inside
907227080,894,123000,20,RL,60,7200,Pave,NA,Reg,Low,AllPub,Inside
904302010,1282,108500,190,RL,59,4484,Pave,NA,IR1,Lvl,AllPub,Corner
908201120,1440,118000,90,RL,92,12108,Pave,NA,Reg,Lvl,AllPub,Inside
528458110,1566,262500,20,FV,75,9000,Pave,NA,Reg,Lvl,AllPub,Inside
903453080,2294,202500,80,RM,120,13200,Pave,NA,Reg,Lvl,AllPub,Corner
902330040,1742,168000,70,RM,121,17671,Pave,Grvl,Reg,Lvl,AllPub,Corner
912251110,810,57625,30,I (all),109,21780,Grvl,NA,Reg,Lvl,NoSewr,Inside
534151180,2075,255000,60,RL,78,10530,Pave,NA,Reg,Lvl,AllPub,Inside
528328100,2599,333168,60,RL,108,14774,Pave,NA,IR1,Lvl,AllPub,Corner
528108130,2020,404000,20,RL,95,12350,Pave,NA,Reg,Lvl,AllPub,Inside
527131030,1659,278000,120,RL,40,5664,Pave,NA,IR1,Lvl,AllPub,Inside
906475200,1533,280000,20,RL,62,70761,Pave,NA,IR1,Low,AllPub,Inside
905480160,1456,91500,50,RL,50,7585,Pave,NA,Reg,Lvl,AllPub,Inside
528290060,1320,162000,60,RL,NA,7750,Pave,NA,Reg,Lvl,AllPub,Inside
534476320,1050,128900,20,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside
905101310,1768,136500,90,RL,72,10778,Pave,NA,Reg,Lvl,AllPub,Inside
905226170,1176,137000,20,RL,85,13770,Pave,NA,Reg,Lvl,AllPub,Corner
534127210,1427,183000,80,RL,NA,11104,Pave,NA,IR1,Lvl,AllPub,Inside
535150210,1098,135000,20,RL,NA,7390,Pave,NA,IR1,Lvl,AllPub,Inside
527375210,1193,158000,20,RL,85,11050,Pave,NA,IR1,Lvl,AllPub,Corner
534175140,1625,140500,90,RL,75,9750,Pave,NA,Reg,Lvl,AllPub,Inside
527302090,1664,213000,20,RL,93,12299,Pave,NA,Reg,Lvl,AllPub,Inside
907290080,1836,216837,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside
528180080,1565,282500,120,RL,48,5911,Pave,NA,Reg,Lvl,AllPub,Inside
905109130,2260,328000,60,RL,80,14000,Pave,NA,Reg,Lvl,AllPub,Inside
908250090,930,99000,20,RL,68,9520,Pave,NA,Reg,Bnk,AllPub,Inside
905300010,810,130000,85,RL,72,10820,Pave,NA,Reg,Lvl,AllPub,Corner
527451460,1092,108000,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside
906382060,1500,212999,20,RL,73,8760,Pave,NA,Reg,Lvl,AllPub,Inside
902207110,840,64000,30,RM,48,5747,Pave,NA,Reg,Lvl,AllPub,Inside
903451090,1930,149000,70,RM,57,6876,Pave,NA,Reg,Lvl,AllPub,Inside
528166150,2385,350000,60,RL,110,14277,Pave,NA,Reg,Lvl,AllPub,Inside
907200230,1040,124000,20,RL,60,8430,Pave,NA,Reg,HLS,AllPub,Inside
905103060,1392,121500,20,RL,NA,11341,Pave,NA,IR1,Lvl,AllPub,Inside
535180070,1236,134450,20,RL,72,10011,Pave,NA,IR1,Lvl,AllPub,Inside
907202140,971,128500,20,RL,69,9920,Pave,NA,IR1,Lvl,AllPub,Inside
907202130,1268,143500,20,RL,NA,9286,Pave,NA,IR1,Lvl,AllPub,CulDSac
527455060,1441,148500,160,RL,24,2289,Pave,NA,Reg,Lvl,AllPub,Inside
535382130,1466,170000,50,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside
907227110,768,133900,85,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside
903227080,1158,120000,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Corner
905100080,1452,158450,85,RL,75,11235,Pave,NA,Reg,Lvl,AllPub,Inside
916460060,1675,195000,20,RL,NA,7915,Pave,NA,IR1,Lvl,AllPub,Inside
527355060,1857,188900,60,RL,81,10530,Pave,NA,Reg,Lvl,AllPub,Inside
533242090,2048,301000,60,FV,NA,8010,Pave,Pave,IR1,Lvl,AllPub,Inside
534450150,708,82500,30,RL,50,5330,Pave,NA,Reg,HLS,AllPub,Inside
527252080,1710,334000,120,RL,60,8118,Pave,NA,Reg,HLS,AllPub,Inside
535453100,1183,138000,80,RL,80,8000,Pave,NA,Reg,Lvl,AllPub,Inside
902329080,1288,119000,70,RM,60,3600,Pave,Grvl,Reg,Lvl,AllPub,Inside
907176010,1771,215700,60,RL,NA,13142,Pave,NA,IR1,Lvl,AllPub,Corner
535376010,882,103200,45,RL,55,5500,Pave,NA,Reg,Lvl,AllPub,Inside
905300080,894,142500,20,RL,100,13350,Pave,NA,IR1,Lvl,AllPub,Inside
528290190,1430,156000,80,RL,62,7750,Pave,NA,Reg,Lvl,AllPub,Inside
527427090,767,133000,120,RH,34,4058,Pave,NA,Reg,Lvl,AllPub,Inside
910202060,1154,125500,50,RM,40,5436,Pave,NA,Reg,Lvl,AllPub,Inside
903400030,816,109000,30,RL,50,11672,Pave,Pave,IR2,Lvl,AllPub,Inside
914452090,1299,183500,85,RL,NA,12150,Pave,NA,IR1,Bnk,AllPub,CulDSac
532376250,925,133500,20,RL,NA,8638,Pave,NA,IR1,Lvl,AllPub,Inside
908152060,1044,133500,80,RL,65,6285,Pave,NA,Reg,Lvl,AllPub,Inside
527158020,1169,183500,20,RL,NA,8076,Pave,NA,IR1,Lvl,AllPub,Inside
907200280,1026,150000,20,RL,38,15240,Pave,NA,IR1,Lvl,AllPub,FR2
902109140,1960,124500,90,RM,60,7596,Pave,Grvl,Reg,Lvl,AllPub,Inside
535180130,1337,108000,50,RL,60,8382,Pave,NA,Reg,Lvl,AllPub,Inside
535403210,1105,135000,20,RL,90,10454,Pave,NA,IR1,Lvl,AllPub,Corner
903225140,1210,124000,50,RM,50,5000,Pave,NA,Reg,Lvl,AllPub,Inside
905104180,894,130000,20,RL,57,9764,Pave,NA,IR1,Lvl,AllPub,FR2
911102170,1317,40000,70,C (all),50,8500,Pave,Pave,Reg,Lvl,AllPub,Inside
910203290,1012,118400,30,RM,59,8263,Pave,NA,Reg,Bnk,AllPub,Inside
923426010,889,137500,20,RL,74,12395,Pave,NA,Reg,Lvl,AllPub,Corner
916403010,1412,175000,20,RL,130,11457,Pave,NA,IR1,Lvl,AllPub,Corner
903452025,768,93850,30,RM,NA,6291,Grvl,NA,IR1,Lvl,AllPub,Inside
535125060,2157,226000,60,RL,88,14200,Pave,NA,Reg,Lvl,AllPub,Corner
909475230,2726,315000,20,RL,70,18044,Pave,NA,IR1,HLS,AllPub,CulDSac
527325070,2872,272000,60,RL,NA,12227,Pave,NA,IR1,Lvl,AllPub,Corner
527403020,1056,142000,20,RL,65,8450,Pave,NA,Reg,Lvl,AllPub,Inside
528488100,1221,185000,20,FV,62,7500,Pave,Pave,Reg,Lvl,AllPub,Inside
531375040,1114,159000,20,RL,63,13072,Pave,NA,Reg,Lvl,AllPub,Inside
908102260,1256,147500,20,RL,75,9937,Pave,NA,Reg,Lvl,AllPub,Inside
906202040,1298,180000,20,RL,NA,11200,Pave,NA,Reg,Lvl,AllPub,Inside
902134100,899,78000,30,RM,60,6756,Pave,NA,Reg,Lvl,AllPub,Inside
902427040,1248,87000,50,RM,52,9439,Pave,NA,Reg,Lvl,AllPub,Inside
533205060,1488,260000,120,FV,25,4835,Pave,NA,IR1,Lvl,AllPub,CulDSac
527402240,1479,184000,60,RL,NA,7472,Pave,NA,IR1,Lvl,AllPub,CulDSac
533213070,1501,179400,160,FV,24,2280,Pave,Pave,Reg,Lvl,AllPub,Inside
527210060,1922,377426,20,RL,86,14157,Pave,NA,IR1,HLS,AllPub,Corner
532377050,1040,145000,20,RL,84,7476,Pave,NA,Reg,Lvl,AllPub,Corner
533350020,2497,373000,20,RL,94,17778,Pave,NA,IR1,Lvl,AllPub,Inside
531363050,1158,143500,20,RL,63,7500,Pave,NA,Reg,Lvl,AllPub,Inside
528294050,1430,168000,80,RL,64,7848,Pave,NA,IR1,Lvl,AllPub,Inside
905229040,1788,161500,50,RL,NA,11250,Pave,NA,Reg,Lvl,AllPub,Inside
910203250,540,82000,30,RM,58,8154,Pave,NA,Reg,Lvl,AllPub,Inside
534125080,1556,154000,60,RL,78,11700,Pave,NA,Reg,Lvl,AllPub,Inside
905108120,1949,157000,90,RL,75,8235,Pave,NA,Reg,Lvl,AllPub,Inside
534400030,1128,155000,20,RL,80,8700,Pave,NA,Reg,Lvl,AllPub,Inside
907290040,1661,224900,20,RL,48,12137,Pave,NA,IR2,Lvl,AllPub,CulDSac
905108220,860,137000,85,RL,74,8740,Pave,NA,IR1,Lvl,AllPub,Inside
528431050,1636,255000,20,RL,116,13501,Pave,NA,IR1,Lvl,AllPub,Corner
527354100,1472,187500,80,RL,NA,14115,Pave,NA,Reg,Lvl,AllPub,Inside
909256120,954,119750,30,RL,50,6305,Pave,NA,Reg,Bnk,AllPub,Inside
914476380,1217,173000,80,RL,NA,9947,Pave,NA,IR1,Lvl,AllPub,CulDSac
910201110,1123,100000,50,RM,50,6060,Pave,NA,Reg,Lvl,AllPub,Inside
535325090,925,127000,20,RL,71,8540,Pave,NA,Reg,Lvl,AllPub,Corner
907227300,780,124900,20,RL,60,7200,Pave,NA,Reg,Bnk,AllPub,Inside
908103090,1088,110000,20,RL,67,8308,Pave,NA,Reg,Lvl,AllPub,Inside
902207080,1163,126175,20,RM,49,5820,Pave,NA,Reg,Lvl,AllPub,Inside
907255010,1358,220000,20,RL,NA,11088,Pave,NA,Reg,Lvl,AllPub,Corner
907201060,985,149900,80,RL,65,8385,Pave,NA,Reg,Lvl,AllPub,Inside
907265100,1764,207000,60,RL,96,11690,Pave,NA,IR1,Lvl,AllPub,Inside
535450160,1040,92900,90,RL,60,8544,Pave,NA,Reg,Lvl,AllPub,Corner
533352170,1479,130500,60,RL,NA,13517,Pave,NA,IR1,Lvl,AllPub,CulDSac
907253130,2153,313000,60,RL,NA,11050,Pave,NA,Reg,Lvl,AllPub,Inside
534475170,1977,165000,60,RL,100,9500,Pave,NA,Reg,Lvl,AllPub,Corner
527359030,1444,159900,20,RL,80,10400,Pave,NA,Reg,Lvl,AllPub,Inside
535451110,864,129000,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside
528280110,1647,175000,60,RL,62,7917,Pave,NA,Reg,Lvl,AllPub,Inside
534275220,1065,126500,20,RL,80,8892,Pave,NA,IR1,Lvl,AllPub,Inside
907180050,1692,191000,60,RL,NA,9337,Pave,NA,IR1,Lvl,AllPub,Inside
914475090,1285,190000,80,RL,74,9620,Pave,NA,Reg,Lvl,AllPub,Inside
533213140,1458,176000,160,FV,34,3230,Pave,Pave,Reg,Lvl,AllPub,Corner
531452210,1320,150000,60,RL,NA,9019,Pave,NA,IR1,Lvl,AllPub,Inside
535105100,1394,159000,20,RL,NA,9500,Pave,NA,IR1,Lvl,AllPub,Inside
905226130,1299,150000,20,RL,91,11375,Pave,NA,Reg,Lvl,AllPub,Inside
908151040,1117,147000,80,RL,NA,9638,Pave,NA,IR1,Lvl,AllPub,CulDSac
905401060,1663,256000,20,RL,NA,53227,Pave,NA,IR1,Low,AllPub,CulDSac
528235010,1432,188500,60,RL,71,7795,Pave,NA,IR1,Lvl,AllPub,Inside
903201030,1143,138000,30,RL,55,7111,Pave,NA,IR1,Bnk,AllPub,Inside
533234020,1789,223000,60,FV,79,10646,Pave,NA,IR1,Lvl,AllPub,Corner
533212060,1236,152000,160,FV,24,2544,Pave,Pave,Reg,Lvl,AllPub,Inside
527301320,2353,260000,60,RL,94,13005,Pave,NA,IR1,Lvl,AllPub,Corner
533253050,1036,188000,120,RL,36,3640,Pave,NA,IR1,Lvl,AllPub,CulDSac
906204280,2814,260000,60,RL,NA,9771,Pave,NA,IR3,Lvl,AllPub,Corner
535327210,1384,159000,20,RL,70,13300,Pave,NA,Reg,Lvl,AllPub,Inside
902128160,1072,130000,30,RM,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside
535381040,2377,142900,50,RL,60,10410,Pave,Grvl,Reg,Lvl,AllPub,Inside
535380050,1558,140000,50,RL,60,10930,Pave,Grvl,Reg,Bnk,AllPub,Inside
528478040,1958,250000,60,FV,85,10625,Pave,NA,Reg,Lvl,AllPub,Inside
923226270,630,86000,180,RM,21,1526,Pave,NA,Reg,Lvl,AllPub,Inside
903455140,1040,127500,30,RM,60,7200,Pave,NA,Reg,Lvl,AllPub,Corner
909277070,1374,110000,50,RL,NA,9260,Pave,Grvl,IR1,HLS,AllPub,Inside
532351060,988,129500,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside
906223220,2037,229000,80,RL,85,10541,Pave,NA,IR1,Lvl,AllPub,Corner
528228435,1555,192500,120,RL,43,3182,Pave,NA,Reg,Lvl,AllPub,Inside
903227070,1348,117000,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Corner
902303100,1650,144100,50,RM,56,8398,Pave,Grvl,Reg,Lvl,AllPub,Inside
528235200,1374,170000,80,RL,59,9434,Pave,NA,IR1,Lvl,AllPub,Inside
903226130,1324,128000,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside
528228565,1506,213490,120,RL,43,3013,Pave,NA,Reg,Lvl,AllPub,Inside
531371070,1696,188000,60,RL,68,10110,Pave,NA,Reg,Lvl,AllPub,Inside
527451450,948,89000,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside
908152270,1132,176000,20,RL,60,7024,Pave,NA,Reg,Lvl,AllPub,Inside
531453010,1097,152000,20,RL,81,9672,Pave,NA,Reg,Lvl,AllPub,Corner
533241010,1694,200000,60,FV,114,8314,Pave,Pave,IR1,Lvl,AllPub,Corner
528221060,1484,174000,60,RL,149,12589,Pave,NA,IR2,Lvl,AllPub,Inside
528290030,1374,167000,80,RL,61,9734,Pave,NA,IR1,Lvl,AllPub,Inside
909281030,1091,104000,20,RL,79,7801,Pave,NA,IR1,Lvl,AllPub,Corner
527377110,1877,178900,60,RL,80,8000,Pave,NA,Reg,Lvl,AllPub,Inside
528364110,2531,290000,60,RL,65,12257,Pave,NA,IR1,Lvl,AllPub,Inside
907250030,1978,318000,20,RL,80,10389,Pave,NA,Reg,Lvl,AllPub,Inside
528112040,1736,360000,20,RL,95,11578,Pave,NA,Reg,Lvl,AllPub,Inside
527454200,1456,146000,160,RL,24,2280,Pave,NA,Reg,Lvl,AllPub,Inside
902205010,612,45000,30,RM,50,5925,Pave,NA,Reg,Lvl,AllPub,Corner
527359160,1324,174000,80,RL,64,8991,Pave,NA,IR1,Lvl,AllPub,CulDSac
528228360,1511,246990,120,RL,NA,2938,Pave,NA,Reg,Lvl,AllPub,Inside
527377030,1309,181000,20,RL,78,10140,Pave,NA,Reg,Lvl,AllPub,Inside
902300215,1416,153900,50,RM,100,12665,Pave,Grvl,IR1,Lvl,AllPub,Inside
534479320,1268,132000,20,RL,78,7800,Pave,NA,Reg,Lvl,AllPub,Inside
909101180,1716,135900,190,RL,55,5687,Pave,Grvl,Reg,Bnk,AllPub,Inside
908127100,816,118500,90,RL,81,11841,Grvl,NA,Reg,Lvl,AllPub,Inside
534176060,1381,197500,20,RL,78,9360,Pave,NA,Reg,Lvl,AllPub,Inside
905107250,1440,163000,60,RL,86,11227,Pave,NA,Reg,Lvl,AllPub,Inside
535325130,1145,127000,80,RL,55,7700,Pave,NA,Reg,Lvl,AllPub,Inside
528118020,2452,309000,60,RL,108,13418,Pave,NA,Reg,Lvl,AllPub,Inside
916455050,1312,180500,20,RL,NA,6718,Pave,NA,IR1,Lvl,AllPub,Inside
528321010,2794,403000,60,RL,174,15138,Pave,NA,IR1,Lvl,AllPub,Inside
534477110,1668,140000,50,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside
902306120,1540,129400,70,RM,60,6000,Pave,Grvl,Reg,Lvl,AllPub,Corner
905453040,1212,186000,20,RL,83,10420,Pave,NA,Reg,Lvl,AllPub,Corner
905103130,1064,153600,20,RL,NA,11327,Pave,NA,IR1,Lvl,AllPub,Inside
527105130,2283,270000,60,RL,NA,11792,Pave,NA,IR1,Lvl,AllPub,Inside
909451130,1045,123900,160,RM,24,1782,Pave,NA,Reg,Lvl,AllPub,Inside
531382120,1679,193500,20,RL,65,8125,Pave,NA,Reg,Lvl,AllPub,Inside
528102040,1718,337500,20,RL,96,12456,Pave,NA,Reg,Lvl,AllPub,FR2
905377130,861,82500,30,RL,NA,12342,Pave,NA,IR1,Lvl,AllPub,Inside
911370540,1646,275000,120,RM,44,3842,Pave,NA,IR1,HLS,AllPub,Inside
905475500,845,84000,20,RL,NA,11500,Pave,NA,IR1,Lvl,AllPub,CulDSac
903228060,1342,105000,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside
535383120,725,78500,30,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Corner
916380060,1537,294000,20,RL,74,11563,Pave,NA,IR1,HLS,AllPub,Inside
916252170,1295,230000,120,RM,NA,8239,Pave,NA,IR1,Lvl,AllPub,Inside
903425190,2486,220000,50,RM,90,33120,Pave,NA,IR3,Lvl,AllPub,Inside
907250070,1611,250000,20,RL,90,11664,Pave,NA,Reg,Lvl,AllPub,Corner
907253110,2161,230500,60,RL,NA,10400,Pave,NA,Reg,Lvl,AllPub,Inside
528292060,2322,225000,60,RL,41,12460,Pave,NA,IR1,Lvl,AllPub,FR2
527357180,2840,292500,60,RL,NA,12511,Pave,NA,IR1,Lvl,AllPub,Corner
914475030,1287,173000,85,RL,72,9360,Pave,NA,Reg,Bnk,AllPub,Inside
535302120,1866,135000,90,RL,76,9482,Pave,NA,Reg,Lvl,AllPub,Inside
534276360,1225,128950,20,RL,77,9320,Pave,NA,IR1,Lvl,AllPub,Inside
527165170,1642,168000,60,RL,NA,7655,Pave,NA,IR1,Lvl,AllPub,CulDSac
902207150,968,100000,30,RM,60,8520,Pave,NA,Reg,Lvl,AllPub,Inside
909428110,1336,157000,190,RL,90,15750,Pave,NA,Reg,Lvl,AllPub,Corner
527451650,1302,119500,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside
535152010,1604,135000,90,RL,70,8267,Pave,NA,Reg,Lvl,AllPub,Corner
534128020,2067,206000,60,RL,NA,12732,Pave,NA,IR1,Lvl,AllPub,CulDSac
923125030,1600,81500,20,A (agr),125,31250,Pave,NA,Reg,Lvl,AllPub,Inside
907262070,1640,183000,60,RL,72,7226,Pave,NA,IR1,Lvl,AllPub,CulDSac
906392130,1422,173000,60,RL,79,11646,Pave,NA,IR1,Lvl,AllPub,Inside
902325070,2138,106000,75,RM,90,8100,Pave,NA,Reg,Lvl,AllPub,Corner
902128150,1436,155000,190,RM,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside
903454060,1092,55000,190,RM,70,5600,Pave,NA,Reg,Lvl,AllPub,Inside
533221100,1525,177000,160,FV,NA,2117,Pave,NA,Reg,Lvl,AllPub,Inside
527107210,1446,175000,60,RL,57,21872,Pave,NA,IR2,HLS,AllPub,FR2
907425015,848,141000,120,RM,NA,4426,Pave,NA,Reg,Lvl,AllPub,Inside
532378220,941,129200,20,RL,NA,8789,Pave,NA,IR1,Lvl,AllPub,Inside
535403280,1306,153000,20,RL,64,8712,Pave,NA,IR1,Lvl,AllPub,Inside
528228340,1456,215000,120,RL,NA,3196,Pave,NA,Reg,Lvl,AllPub,Inside
528221070,1560,174000,60,RL,122,11911,Pave,NA,IR2,Lvl,AllPub,Inside
532479120,1701,171000,85,RL,NA,16647,Pave,NA,IR1,Lvl,AllPub,CulDSac
528435050,1702,275500,20,RL,85,10130,Pave,NA,Reg,Lvl,AllPub,Inside
